issued,consumed,available,address
0,0,0,0xd75807b73c780b3c11e284cb79A8578F8a1431C6
0,0,0,0xE75156eFe028C476E2F790f9C2AF18412ea34A72
0,0,0,0x60D38778ADbBeeAc88f741B833cbB9877228EEa0
0,0,0,0xB1a3354DeB366b66f1130632fa02a5Fd260c57Ac
0,0,0,0xcd8D424e25E1Aa201091F855a81f28d2556988dD
0,0,0,0x6F69F79cEA418024b9E0acfD18bD8DE26f9BBE39
0,0,0,0x445ba6F9f553872Fa9cDC14F5c0639365b39C140
0,0,0,0xe13d4abEe4B304b67C52A56871141caD1B833aa7
0,0,0,0x5d9803ad4C3833d23EA7c124cD643D21c82BEB62
0,0,0,0x0a3239799518E7F7F339867A4739282014b97Dcf
0,0,0,0x0E42d32dcC5b83a9bc74523aF3B8c3A3b4cF107F
0,0,0,0xD9b74f73d933Fde459766f74400971B29B90c9d2
0,0,0,0x501E13C2aE8D9232B88F63E87DFA1dF28103aCb6
0,0,0,0x56f6bf6B793713C050Fd02147a45b563Bb4D8eFa
0,0,0,0xf8856124ea157D6f26472E38224ee6744aD13AF3
0,0,0,0x7c0D2f1EB3dC2Cc21d6118789D26f2Db09311b1d
0,0,0,0x12BCEFAff8878F84Fdd4ce2f33C3b49Ee43dE948
0,0,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
0,0,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
0,0,0,0x9D3f10F5D553DDA3F36E09aB0c3C757BA99e8894
0,0,0,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
0,0,0,0xCf3030A358EE55913A030eC3123a0b28bBeE7100
0,0,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
0,0,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
0,0,0,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
0,0,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
0,0,0,0xefD6Ebe8B1f1Fad587A01e2DB7bD1b38bb63149c
0,0,0,0x02E4f0ED407e86d7fb8B2e3f1A295b68F29b19E5
0,0,0,0xae17e79318Ee18d2b9CA78937E1581D0e0BC92cE
0,0,0,0xAa4812EAd3c0E009995FdbcbbEE9211EeAeb42FB
0,0,0,0x70A9E0D9a01Cd82C61d717dF35210E346e2e5976
0,0,0,0x2643796cB6B4e715140f09C352Ea26AFff1a7d93
0,0,0,0x45ADFF324Eb1ac03a6A115dc539052232D4bA980
0,0,0,0x3898cE3BDbb13700A7F3A389b46912857da7e12e
0,0,0,0x29EcAA773F052d14ec5258b352ee7304f57aaBc3
0,0,0,0x98eEC33cEA8155DB28FD4cF44aA6eda238772900
0,0,0,0x6D140563DDBB79fC89A822390fc15b43e8F1FFF1
0,0,0,0x92Ad621B2AeE473f7730ddAB92aAD7496a1264e3
0,0,0,0x0498d949FdCb0fe944195b63520b11a956B91B6d
0,0,0,0xbb517Df03C2Ed2540a5EfC92aa2FEd3dE107983b
0,0,0,0x0C9a2fffe38bD6551187d85535e0d917fF4D83b8
0,0,0,0x59D9Cb5463d2798AAAA7ba14dEC5fcd2259088AB
0,0,0,0xb3CAb0F508598ba4b83573656EcB0De6DE8DE327
0,0,0,0x4f0d861281161f39c62B790995fb1e7a0B81B07b
0,0,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
0,0,0,0xa1C299326473983C303eEbb76E0cb062857Cd9Cb
0,0,0,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
0,0,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
0,0,0,0x5DbcFA6b00B9617B46f2C6487eA99160bDDa7c2F
0,0,0,0xE88598937DafBb655Be37f15846d0E5cCc1b035D
0,0,0,0x664138A8744093833517707508df0eE3bE6f6AF1
0,0,0,0x21D501D1bD903F01AD0Ba807e2Bb29A8765aeE29
0,0,0,0xeacE206Af7039fe91f5fD047f03118D4d7D4F8Ba
0,0,0,0x3C6Afd05BB0f423231F09F1F1fA49c0f1FDED42E
0,0,0,0xe0A4490620E9e156F2c73f4AfD905AbDFBAc1a4A
0,0,0,0x1219819360136A93AC14E4df0A90125cf9927616
0,0,0,0xa14aC1A9B3D52aBD0652C5Aca346099A6eb16b54
0,0,0,0x3034c86219965f358CdE28dF6723CB8Fa366f38b
0,0,0,0x5603000620416AE0e75A44C05b5082171104b46C
0,0,0,0xdc3673039db80E7C79A9DC6aA08F41691082AC2F
0,0,0,0xfdD17f00be3bbf8F065366ddf939fA2d9acDe212
0,0,0,0x5963A6bDBcAc131b6A018858d3A6C39F6126d2c4
0,0,0,0x5a0EBD2690Bd9D309B6923F9D931E2C965045Ad9
0,0,0,0x2781B553CaE0f0502Ee4a6c38cB6459bADef17E8
0,0,0,0x51875a06ABf8586258A17442aFa063A06F18930A
0,0,0,0xFe99F263A32F51b896BE1e5Bf9294f07a1790DaD
0,0,0,0x3Bc566525B4016e84e63211D590BFbF65c23212e
0,0,0,0x8Cb4ed384f99d35311F21D3126e93c7dFe74A32D
0,0,0,0xD95C9809b6e7F404488D52C8d82E6D095b37a190
0,0,0,0xD05F5687Fc24Bcb8830F86FB6f389925ccd3b2F5
0,0,0,0xaA9fA8dD95F830409e00202c54CbA39E68E23972
0,0,0,0x1F7f2aeA059bBE8b9A710b7F33f4F6E1382412ec
0,0,0,0x8AFBf75238F4653a0A3Dd134129Db195E566f4C3
0,0,0,0x504Af27f1Cef15772370b7C04b5D9d593Ee729f5
0,0,0,0x0574a828Be55547B5b7cF68681e8D357F494ee53
0,0,0,0xB9fedB203920981e26d84a4dEA867b4927085074
0,0,0,0x74f3E7a15099A653885BcC8c31D354fEf7c221C1
0,0,0,0xa2381223639181689CD6c46D38a1a4884Bb6D83c
0,0,0,0x313BDC9726D8792eC4bd8531caA52A1dd82BD4eA
0,0,0,0xaD565956Ae5Bd43117F6B0a650Ec18c621Ff8E0d
0,0,0,0x76990237eA27B27E598c3923Fbc8EBB52a01e394
0,0,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
0,0,0,0xD5db73a94049706326F84815181df3D4d3323070
0,0,0,0x8E662143178bb8c797620A3a61F34A71832475B0
0,0,0,0x6100DF1ACd9D2DB45Cb86a48E524963AE20557ED
0,0,0,0x6c4fF1459cc4d95b9A7A7b20A3Bc09BC2404B9a7
0,0,0,0x21b804927286C058B4cF819D65A3B0721AAe2333
0,0,0,0x7f96FDf9f7C8bb1D3d56c4D0DAf0345C243945cE
0,0,0,0xa2B5d852514113B1aEc11bDda637f23C7c15cb26
0,0,0,0x53bA6359A9388dbc1F71ABaFaacC3f1943711Cb6
0,0,0,0x6519E03a19525241DcA11e4B5681912230ef03E7
0,0,0,0x7725A3CAF343470f7D8B09CE7382a483e483AeCA
0,0,0,0x99526b337AEA2eF72F454dE80722C98Bf216E6F9
0,0,0,0x2E0cE5513f4b3A48A8a4E30ff69e24714F5Cd5fA
0,0,0,0x153685A03c2025b6825AE164e2ff5681EE487667
0,0,0,0x79942da7A05500722B271e82fD895E3bA29289Cc
0,0,0,0xC93a9CAB33975869E94f458CE590De4643d102C4
0,0,0,0x9b3319caA84A3DBa6bE70Df1eB7AF3ca413F8EB1
0,0,0,0xc3c519cDf6a7c0b2F5733C460E1a28208976d83d
0,0,0,0xDF2350f4147E59d79a144045D03bb4Ca34987C2f
0,0,0,0x581b3d2CdCd3911d9Bbf503550C3f6C1f3c997b1
0,0,0,0x66A12b0086E0320f2e6E26c6fF93157c0c365cFb
0,0,0,0x391A3ea52c4a9F04Be6900c3fD057Dd9676C72E1
0,0,0,0x83bb781a2a2Ca1fec0350F178C911848811cC440
0,0,0,0x557d9c665c4DC7BE280791869b68B15b41f72825
0,0,0,0xF50e790c7061eb704cDA1Dc10b3Ce5AB66dF8499
0,0,0,0x5977F1F284FD3bD05c2aD8680b100f9fa94952f5
0,0,0,0x6841ccC222018bA65432d1f753676562d6c12F10
0,0,0,0xdc59bDbf8A404A6663505cad3D40890F8Aade79f
0,0,0,0xDe67AdF51408aCCA6beE2aBE20dBffF2dDdfeD33
0,0,0,0xA823648A8251B44b09873723A32831f2f206acD5
0,0,0,0x17D73B29C929cBE47a149626Cd8D7504DBF8eca6
0,0,0,0x5937e6c4e4d30717fd57a05F438B68b3AE2785D9
0,0,0,0x6649a68AE781b9F51D50DE2e9f609db2AFDaaE51
0,0,0,0x7F3B29C4c425B9f040e1D7ee29e6B86E5FEc393A
0,0,0,0x180B99e223ac8e703282302EDcA2Ded92d33581e
0,0,0,0x1E915b59f0400f29dd974037b1672a572F664575
0,0,0,0x39B3501de5Ee7878bcc00bCB03035E3046E4c80f
0,0,0,0x297683B64a416F2B105E776B88E8DC31e1114Fa6
0,0,0,0x6908bE26D7aeb5D01d5775Df4cCD80B704Eaa455
0,0,0,0x12a59989f8F06130bdA8D6E936B2045C734F19aC
0,0,0,0x05f2c11996d73288AbE8a31d8b593a693FF2E5D8
0,0,0,0x07C622E3A3c9eb73f02EfFee4cfc189897BFF467
0,0,0,0xaA53d3692800c300fb7c969399FD5DF1cdd6F02e
0,0,0,0x43501e11aCF3DfDaE4bd2cA40c5ea1303Fc51941
0,0,0,0xF37d9211dB931105c68bA3932dA161811Fc7742d
0,0,0,0x2856BcA7E7D1e55EdD9ffa3d2B7425AEA802A4cf
0,0,0,0x188Ac736cb3caf60b5f4B2924905a18c985D81f2
0,0,0,0x2D7558Ed8077E4497c12707Af5CDd231FAE6Be6b
0,0,0,0xAbe648928A8d5B1D943d5d237De71BB2A0C2794c
